bowl,wickets,runs,balls,econ,avg
Murugan Ashwin,49,1469,1181,7.46,29.98
Murvin Abinash,9,94,110,5.13,10.44
Musa Jobarteh,7,252,182,8.31,36.0
Musa Makhubela,1,134,95,8.46,134.0
Musa Shaheen,0,10,6,10.0,
Musadiq Ahmed,4,123,87,8.48,30.75
Musawar Shah,15,263,243,6.49,17.53
Musfik Hasan,20,348,242,8.63,17.4
Musheer Khan,1,27,12,13.5,27.0
Muslim  Musa,26,650,451,8.65,25.0
Muslim Yar,62,1045,980,6.4,16.85
Mussadiq Ahmed,3,60,55,6.55,20.0
Mustafa Atmaca,1,14,6,14.0,14.0
Mustafa Balkis,0,9,6,9.0,
Mustafa Iqbal,9,206,151,8.19,22.89
Mustafa Omer,0,28,19,8.84,
Mustafizur Rahman,432,8128,6901,7.07,18.81
Mustapha Suwareh,1,52,22,14.18,52.0
Mustapha Yusuf,3,111,80,8.32,37.0
Muzahir Raza,10,219,153,8.59,21.9
Muzammil Tehseen,0,23,24,5.75,
Myat Thu Aung,7,54,61,5.31,7.71
Myshukur Rahaman,0,17,12,8.5,
Naavya Sharma,1,69,39,10.62,69.0
Nabi Gul,0,4,5,4.8,
Nabil Master,1,30,25,7.2,30.0
Nabil Samad,48,1083,1017,6.39,22.56
Nachiket Bhute,0,39,19,12.32,
Nadeem Ahmed,27,524,466,6.75,19.41
Nadeem Khan,13,139,174,4.79,10.69
Nadeera Balasooriya,11,168,158,6.38,15.27
Nadeera Ishan,5,42,54,4.67,8.4
Nadeera Nawela,7,87,58,9.0,12.43
Nader Zahadiafzal,0,15,18,5.0,
Nadim Hussain Naureen,3,32,18,10.67,10.67
Naeem Islam,14,165,157,6.31,11.79
Naeem Islam jnr,3,222,188,7.09,74.0
Nagaho Chishi,1,74,56,7.93,74.0
Nagarajan Gnanapragasam,0,8,13,3.69,
Nahid Hasan,1,153,102,9.0,153.0
Nahid Rana,19,683,508,8.07,35.95
Nahidul Islam,71,1685,1580,6.4,23.73
Naidoo Krishna,11,202,156,7.77,18.36
Naidoo Krishnasamy,5,122,67,10.93,24.4
Naiem Bameri,1,14,18,4.67,14.0
Naim Hossain Sakib,3,82,54,9.11,27.33
Naimul Islam,1,6,12,3.0,6.0
Najaf Shah,1,83,50,9.96,83.0
Najeeb Tarakai,0,15,21,4.29,
Najeebullah,1,57,37,9.24,57.0
Najibullah Zadran,1,16,18,5.33,16.0
Najjam Shahzad,31,560,551,6.1,18.06
Najmul Hossain Shanto,7,215,169,7.63,30.71
Nalin Nipiko,37,495,420,7.07,13.38
Nalin Priyadarshana,17,275,270,6.11,16.18
Naman Dhir,2,155,82,11.34,77.5
Namgay Thinley,32,601,585,6.16,18.78
Nandan Yadav,19,254,228,6.68,13.37
Nandre Burger,95,2094,1697,7.4,22.04
Nangeyalia Kharote,38,968,859,6.76,25.47
Nangomso Mqaleni,1,32,27,7.11,32.0
Narawit Nuntarach,14,248,222,6.7,17.71
Narayan Joshi,1,37,18,12.33,37.0
Narayan Saishiv,0,20,6,20.0,
Narcisse Ndouteng,2,58,24,14.5,29.0
Naren Muralidaran,0,17,7,14.57,
Narendra Ekanayake,3,60,63,5.71,20.0
Narendra Kalyan,5,16,25,3.84,3.2
Narsingh Deonarine,1,52,37,8.43,52.0
Naseem Khan,2,85,56,9.11,42.5
Naseem Shah,144,3882,3046,7.65,26.96
Naseer Jamali,4,43,73,3.53,10.75
Naseer Khan Maroofkhil,25,566,507,6.7,22.64
Nasim Mangal,6,85,78,6.54,14.17
Nasir Awais,2,56,48,7.0,28.0
Nasir Aziz,2,68,60,6.8,34.0
Nasir Hossain,57,1423,1214,7.03,24.96
Nasir Jamal,2,34,24,8.5,17.0
Nasir Khan Omar,1,14,6,14.0,14.0
Nasir Totakhil,12,236,213,6.65,19.67
Nasrulla Rana,46,1165,872,8.02,25.33
Nasum Ahmed,124,3070,2761,6.67,24.76
Nat Watkins,9,132,119,6.66,14.67
Nathan Banner,13,205,181,6.8,15.77
Nathan Buck,45,1202,850,8.48,26.71
Nathan Coulter-Nile,136,2871,2336,7.37,21.11
Nathan Edward,10,172,117,8.82,17.2
Nathan Ellis,226,4660,3590,7.79,20.62
Nathan Fernandes,4,140,79,10.63,35.0
Nathan Gilchrist,30,586,353,9.96,19.53
Nathan Hauritz,3,122,81,9.04,40.67
Nathan Ingleston,3,3,12,1.5,1.0
Nathan Lyon,39,794,660,7.22,20.36
Nathan McAndrew,106,2626,1863,8.46,24.77
Nathan McCullum,13,333,272,7.35,25.62
Nathan McGuire,0,21,8,15.75,
Nathan McSweeney,5,84,63,8.0,16.8
Nathan Rimmington,84,1842,1337,8.27,21.93
Nathan Smith,77,1736,1347,7.73,22.55
Nathan Sowter,194,4167,3284,7.61,21.48
Nathan Waller,4,84,60,8.4,21.0
Nathu Singh,1,15,25,3.6,15.0
Natim Hassam,2,58,49,7.1,29.0
Natsai M'shangwe,4,76,62,7.35,19.0
Nauman Ali,7,248,213,6.99,35.43
Naushad Iqbal,4,37,36,6.17,9.25
Naushad Shaikh,2,36,30,7.2,18.0
Navantha Rathnayake,12,257,206,7.49,21.42
Navdeep Saini,45,1466,1105,7.96,32.58
Naved Yasin,2,69,66,6.27,34.5
Naveed Ahmed,30,653,576,6.8,21.77
Naveed Fakhr,1,31,25,7.44,31.0
Naveed Pathan,3,79,50,9.48,26.33
Naveed Shahid,3,101,87,6.97,33.67
Naveed Zadran,7,226,154,8.81,32.29
Naveen Fernando,11,272,206,7.92,24.73
Naveen Gunawardene,4,97,87,6.69,24.25
Naveen Kanwar,0,13,10,7.8,
Naveen Thailappan,1,82,44,11.18,82.0
Naveen-ul-Haq,282,6287,4676,8.07,22.29
Naveena Shetty,0,12,12,6.0,
Naveenraj Rajendran,7,139,141,5.91,19.86
Navid Abdollahpour,1,24,20,7.2,24.0
Navid Balouch,0,23,12,11.5,
Navin Bidaisee,10,231,180,7.7,23.1
Navin Kavikara,18,385,313,7.38,21.39
Navin Param,2,55,49,6.73,27.5
Navin Stewart,1,116,78,8.92,116.0
Navindu Prabash,0,9,6,9.0,
Navneet Dhaliwal,4,74,67,6.63,18.5
Navod Madushanka Weeratunga,0,22,18,7.33,
Navod Paranavithana,2,86,78,6.62,43.0
Navodya Imesh,0,21,12,10.5,
Nawaf Ahmed,4,166,124,8.03,41.5
Nawanjaya Fernando,0,24,28,5.14,
Nawaz Khan,3,31,21,8.86,10.33
Nawroz Mangal,0,11,6,11.0,
Nayeem Hasan,50,1269,1036,7.35,25.38
Nazakat Ali,1,16,19,5.05,16.0
Nazmul Hossain Milon,1,154,97,9.53,154.0
Nazmul Huda,3,65,49,7.96,21.67
Nazmul Islam,73,1755,1459,7.22,24.04
Nazril Rahman,5,186,118,9.46,37.2
Nazwan Ismail,7,189,112,10.12,27.0
Nduduzo Mfoza,17,273,244,6.71,16.06
Ndumiso Mvelase,3,51,49,6.24,17.0
Nealan van Heerden,8,387,320,7.26,48.38
Ned Leonard,21,286,234,7.33,13.62
Neeraj Mishra,2,158,112,8.46,79.0
Neeraj Tiwari,18,357,327,6.55,19.83
Neeraj Tyagi,6,167,131,7.65,27.83
Nehal Wadhera,1,22,22,6.0,22.0
Nehemiah Odhiambo,35,595,452,7.9,17.0
Neil Brand,20,291,280,6.24,14.55
Neil Dexter,16,470,392,7.19,29.38
Neil Karnik,10,236,165,8.58,23.6
Neil Mugabe,0,60,36,10.0,
Neil Pinner,0,21,12,10.5,
Neil Wagner,43,1122,777,8.66,26.09
Nelson Odhiambo,32,848,658,7.73,26.5
Nelson Setimani,7,143,122,7.03,20.43
Nelum Kumara,4,16,29,3.31,4.0
Nemanja Zimonjic,11,346,215,9.66,31.45
Nemish Mehta,11,237,217,6.55,21.55
Neo Felane,1,73,68,6.44,73.0
Neranjana Wanniarachchi,0,60,36,10.0,
Nestor Dhamba,0,12,18,4.0,
Neville Liyanage,4,100,89,6.74,25.0
Neville Madziva,53,1243,950,7.85,23.45
Newman Nyamhuri,7,167,151,6.64,23.86
Ngawang Thinley,13,196,149,7.89,15.08
Ngazibini Sigwili,8,119,109,6.55,14.88
Nial Smith,0,55,29,11.38,
Niaz Ali,1,40,31,7.74,40.0
Niaz Khan,3,59,38,9.32,19.67
Nic Maddinson,13,232,183,7.61,17.85
Nicholas Janes,0,12,6,12.0,
Nicholas Johns-Wickberg,21,393,364,6.48,18.71
Nicholas Kirton,4,97,54,10.78,24.25
Nicholas Maiolo,7,119,150,4.76,17.0
Nicholas Salonen,20,327,310,6.33,16.35
Nicholson Gordon,13,376,257,8.78,28.92
Nick Buchanan,4,92,58,9.52,23.0
Nick Greenwood,21,372,377,5.92,17.71
Nick Gubbins,10,212,166,7.66,21.2
Nick Kelly,3,49,38,7.74,16.33
Nick Potts,0,12,6,12.0,
Nick Winter,5,101,84,7.21,20.2
Nicolaas Scholtz,1,67,45,8.93,67.0
Nicolaj Laegsgaard,34,568,570,5.98,16.71
Nicolas Stapleton,0,24,18,8.0,
Niel Botha,13,228,223,6.13,17.54
Niel Bredenkamp,0,29,19,9.16,
Niel Hornbuckle,12,280,200,8.4,23.33
Nigel Jones,4,95,65,8.77,23.75
Nihaduzzaman,35,1044,880,7.12,29.83
Nijat Masood,41,1074,778,8.28,26.2
Nikhil Advani,5,74,63,7.05,14.8
Nikhil Chaudhary,9,334,280,7.16,37.11
Nikhil Dutta,30,635,595,6.4,21.17
Nikhil Sharma,1,26,24,6.5,26.0
Nikita Miller,7,336,245,8.23,48.0
Nikith Perera,0,32,23,8.35,
Nikola Davidovic,4,53,45,7.07,13.25
Nikolai Smith,2,53,37,8.59,26.5
Nikolay Nankov,1,13,13,6.0,13.0
Nikunj Ahir,2,111,76,8.76,55.5
Nilaksha Kasun,0,10,6,10.0,
Nilanka Premarathna,7,83,83,6.0,11.86
Nilanka Premaratne,1,82,74,6.65,82.0
Nilansh Keswani,12,339,288,7.06,28.25
Nilantha Cooray,6,120,112,6.43,20.0
Nilesh Ujawe,3,59,55,6.44,19.67
Nilushan Nonis,0,4,1,24.0,
Nimanda Madushanka,35,495,430,6.91,14.14
Nimantha Gunasiri,6,150,98,9.18,25.0
Nimantha Peiris,0,19,12,9.5,
Nimantha Perera,0,59,44,8.05,
Nimasara Atharagalla,19,242,201,7.22,12.74
Nimesh Mendis,0,18,19,5.68,
Nimesh Perera - jnr,16,295,284,6.23,18.44
Nimesh Tharindu,2,42,42,6.0,21.0
Nimesh Vimukthi,52,1216,1118,6.53,23.38
Nimesha Gunasinghe,3,83,66,7.55,27.67
Nimesha Mendis,9,310,242,7.69,34.44
Nimish Lathief,11,302,235,7.71,27.45
Nimnaka Jayathilake,0,30,19,9.47,
Nimnaka Ratnayake,8,187,158,7.1,23.38
Nimsara Atharagalla,11,229,165,8.33,20.82
Ninad Rathva,6,168,139,7.25,28.0
Nipun Dananjaya,2,18,18,6.0,9.0
Nipun Dhananjaya,3,28,37,4.54,9.33
Nipun Karunanayake,1,2,7,1.71,2.0
Nipun Lakshan,4,107,75,8.56,26.75
Nipun Malinga,5,156,114,8.21,31.2
Nipun Premaratne,3,68,51,8.0,22.67
Nipun Ransika,27,396,350,6.79,14.67
Nipuna Gamage,5,120,102,7.06,24.0
Nipuna Kariyawasam,15,354,253,8.4,23.6
Nirmala Rathnayake,4,37,37,6.0,9.25
Nisala Akash,1,69,56,7.39,69.0
Nisala Tharaka,44,877,733,7.18,19.93
Nisar Ahmad,7,146,125,7.01,20.86
Nisarg Patel,27,321,366,5.26,11.89
Nishan Peiris,41,639,581,6.6,15.59
Nishan Perera,0,45,27,10.0,
Nishant Sindhu,5,65,60,6.5,13.0
Nishantha Kumara,0,9,12,4.5,
Nishat Nazmussakib,1,17,10,10.2,17.0
Nishunk Birla,0,17,6,17.0,
Nitesh Sedai,0,47,24,11.75,
Nitin Sai Yadav,1,96,55,10.47,96.0
Nitin Tanwar,3,35,42,5.0,11.67
Nitin Yadav,2,29,25,6.96,14.5
Nitish Hirani,5,59,54,6.56,11.8
Nitish Kumar,13,295,250,7.08,22.69
Nitish Kumar Reddy,18,396,263,9.03,22.0
Nitish Rana,20,488,382,7.66,24.4
Nitish Salekar,11,267,240,6.68,24.27
Niv Nagavkar,9,210,189,6.67,23.33
Nived Gireesh,9,144,131,6.6,16.0
Nivek Tanner,20,319,272,7.04,15.95
Nizakat Khan,9,200,188,6.38,22.22
Nizar Ali,0,51,37,8.27,
Nizar Niyas,3,14,24,3.5,4.67
Nkosana Mpofu,3,109,61,10.72,36.33
Nkosibongwe Gogodo,0,35,30,7.0,
Nkosilathi Nungu,7,172,123,8.39,24.57
Nkrumah Bonner,0,19,14,8.14,
Nkululeko Serame,19,421,346,7.3,22.16
Noah Cornwell,23,638,454,8.43,27.74
Noah Mead,7,226,154,8.81,32.29
Noah Thain,1,88,51,10.35,88.0
Noman Amjad,26,578,514,6.75,22.23
Noman Chowdhury,0,52,33,9.45,
Nono Pongolo,31,794,622,7.66,25.61
Noor Ahmad,219,4574,3971,6.91,20.89
Noor-ul-Haq,0,30,8,22.5,
Noorkhan Ahmedi,1,12,13,5.54,12.0
Nooruddin Mujadady,4,148,95,9.35,37.0
Noorullah Sidiqi,0,20,7,17.14,
Nopphon Senamontree,67,897,1003,5.37,13.39
Norman Vanua,68,1235,1046,7.08,18.16
Nosaina Pokana,26,612,523,7.02,23.54
Nosthush Kenjige,36,867,689,7.55,24.08
Nouman Sarwar,7,140,100,8.4,20.0
Nqabayomzi Peter,12,479,320,8.98,39.92
Ntokozo Mahlaba,3,100,72,8.33,33.33
Nuruzzaman,1,6,6,6.0,6.0
Nuwan Chanaka,4,34,32,6.38,8.5
Nuwan Karunaratne,0,19,14,8.14,
Nuwan Kulasekara,46,923,802,6.91,20.07
Nuwan Pradeep,103,1897,1412,8.06,18.42
Nuwan Sampath,10,168,128,7.88,16.8
Nuwan Thushara,167,3421,2657,7.73,20.49
Nuwanidu Fernando,2,157,85,11.08,78.5
Nyambaatar Naranbaatar,2,224,121,11.11,112.0
Nyeem Young,14,452,324,8.37,32.29
Nyein Cham Soe,13,220,216,6.11,16.92
Obed Harvey,52,717,812,5.3,13.79
Obed McCoy,201,4523,3313,8.19,22.5
Obed Yosef,3,98,81,7.26,32.67
Obus Pienaar,6,175,165,6.36,29.17
Od Lutbayar,6,341,205,9.98,56.83
Odean Smith,104,2700,1787,9.07,25.96
Odion Isesele,1,93,54,10.33,93.0
Odirile Modimokoane,5,111,92,7.24,22.2
Okasha Isiyaku,12,165,163,6.07,13.75
Oktai Gholami,6,105,107,5.89,17.5
Okuhle Cele,13,267,229,7.0,20.54
Oliver Davies,0,32,26,7.38,
Oliver Gibson,5,36,32,6.75,7.2
Oliver Hald,24,424,387,6.57,17.67
Oliver Hannon-Dalby,70,1609,1113,8.67,22.99
Oliver Herrington,1,48,37,7.78,48.0
Oliver Price,25,499,348,8.6,19.96
Oliver Riley,3,163,105,9.31,54.33
Oliver Tilley,3,125,77,9.74,41.67
Oliver Webster,7,130,117,6.67,18.57
Ollie Freckingham,4,121,85,8.54,30.25
Ollie Hairs,1,19,13,8.77,19.0
Ollie Newton,39,901,668,8.09,23.1
Ollie Rayner,9,330,267,7.42,36.67
Ollie Robinson,69,1885,1371,8.25,27.32
Ollie Sale,13,340,207,9.86,26.15
Olly Pringle,2,95,54,10.56,47.5
Olly Stone,112,2922,2036,8.61,26.09
Omar Hayat,10,141,114,7.42,14.1
Omar Hussain,3,72,54,8.0,24.0
Omar Rassol,4,208,124,10.06,52.0
Omesh Wijesiriwardene,0,57,33,10.36,
Omid Mailk Khel,0,11,12,5.5,
Omid Shafi Rahman,8,194,148,7.86,24.25
Onias Bascome,10,140,107,7.85,14.0
Onke Nyaku,15,392,330,7.13,26.13
Orapeleng Motlhoaring,0,9,3,18.0,
Orlando Peters,2,44,19,13.89,22.0
Osama Mahmood,4,107,103,6.23,26.75
Oscar Duff,2,45,31,8.71,22.5
Oscar Taylor,22,229,227,6.05,10.41
Oshane Thomas,95,2223,1608,8.29,23.4
Osman Khan,0,20,6,20.0,
Osman Sankoh,0,9,6,9.0,
Oswald Sam Arthur,2,47,45,6.27,23.5
Ottneil Baartman,38,735,587,7.51,19.34
Ottniel Baartman,91,1303,1175,6.65,14.32
Ousman Touray,1,46,18,15.33,46.0
Ovi Ahmed Nobel,0,29,25,6.96,
Ovin Bopage,0,7,3,14.0,
Owais Ahmed,13,242,233,6.23,18.62
Owen Groves,0,41,18,13.67,
Owen Morgan,0,38,31,7.35,
Owen Muzondo,8,233,189,7.4,29.12
P Saravana Kumar,2,17,14,7.29,8.5
Padmakar Surve,8,241,178,8.12,30.12
Padmanabhan Prasanth,1,22,24,5.5,22.0
Paing Danu,15,323,327,5.93,21.53
Paing Win,2,26,34,4.59,13.0
Pallavkumar Das,1,16,13,7.38,16.0
Pamba Dimitri,1,88,55,9.6,88.0
Pankaj Jaswal,4,231,150,9.24,57.75
Pankaj Kumar Rao,0,16,14,6.86,
Pankaj Malav,30,575,471,7.32,19.17
Pankaj Singh,0,78,51,9.18,
Pankaj Vekaria,4,157,133,7.08,39.25
Pansilu Deshan,1,13,12,6.5,13.0
Panuwat Desungnoen,0,16,12,8.0,
Paolo Buccimazza,3,86,85,6.07,28.67
Pappu Roy,2,49,43,6.84,24.5
Paras Khadka,13,342,353,5.81,26.31
Paras Singh,3,67,45,8.93,22.33
Pardeep Sahu,3,146,107,8.19,48.67
Pargat Singh,3,61,42,8.71,20.33
Parikshit Valsangkar,0,30,24,7.5,
Parth Bhut,1,39,24,9.75,39.0
Parth Chauhan,0,12,6,12.0,
Parth Jayeshbhai Patel,2,70,71,5.92,35.0
Parth Rekhade,0,26,18,8.67,
Parth Sahani,1,53,31,10.26,53.0
Parth Vats,0,25,13,11.54,
Parveen Kumar,16,262,274,5.74,16.38
Parvez Ahmed,0,11,6,11.0,
Parvez Amin,0,26,12,13.0,
Parvez Rasool,6,242,199,7.3,40.33
Parvez Sultan,4,112,91,7.38,28.0
Parvindar Kumar,3,116,86,8.09,38.67
Pasan Pethangoda,3,29,26,6.69,9.67
Pascal Murungi,3,76,67,6.81,25.33
Pasindu Arachchige,1,6,12,3.0,6.0
Pasindu Dilshan,0,7,6,7.0,
Pasindu Madushan,7,241,207,6.99,34.43
Pasindu Pathum,1,14,13,6.46,14.0
Pasindu Ushettige,17,285,277,6.17,16.76
Pat Brown,158,3504,2295,9.16,22.18
Pat Cummins,147,4046,2993,8.11,27.52
Pathum Dilshan,2,15,24,3.75,7.5
Pathum Madusanka,1,21,24,5.25,21.0
Patras Masih,2,49,57,5.16,24.5
Patrick Botha,19,402,384,6.28,21.16
Patrick Dooley,26,577,467,7.41,22.19
Patrick Hatchman,0,22,6,22.0,
Patrick Kruger,43,771,589,7.85,17.93
Patrick Mambo,5,254,181,8.42,50.8
Patrick Matautaava,24,336,369,5.46,14.0
Paul Collingwood,27,996,810,7.38,36.89
Paul Coughlin,72,1721,1139,9.07,23.9
Paul Hennessy,3,44,43,6.14,14.67
Paul Manning,5,130,108,7.22,26.0
Paul Stirling,38,1280,971,7.91,33.68
Paul Taylor,7,113,85,7.98,16.14
Paul Walter,121,3166,2108,9.01,26.17
Paul Wintz,0,38,31,7.35,
Paul van Meekeren,115,2665,2204,7.25,23.17
Pavan Arachchige,0,9,6,9.0,
Pavan Deshpande,0,23,18,7.67,
Pavan Rathnayake,2,11,12,5.5,5.5
Pavandeep Singh,104,1799,1896,5.69,17.3
Pavel Florin,13,172,147,7.02,13.23
Pawan Negi,37,882,695,7.61,23.84
Pawan Sarraf,4,151,133,6.81,37.75
Pawan Suyal,0,137,94,8.74,
Pawantha Weerasinghe,20,253,242,6.27,12.65
Pedro Arrighi,4,88,74,7.14,22.0
Peni Dakainivanua,7,112,121,5.55,16.0
Peni Kotoisuva,3,71,65,6.55,23.67
Peni Vuniwaqa,5,123,84,8.79,24.6
Peter Aho,70,1011,1111,5.46,14.44
Peter Borren,5,136,121,6.74,27.2
Peter Chase,34,754,606,7.47,22.18
Peter Eakin,1,13,12,6.5,13.0
Peter Francis,2,50,36,8.33,25.0
Peter Gallagher,27,398,410,5.82,14.74
Peter Gough,0,7,7,6.0,
Peter Hatzoglou,60,1709,1345,7.62,28.48
Peter Langat,39,690,564,7.34,17.69
Peter Nedeljkovic,11,232,234,5.95,21.09
Peter Siddle,137,2696,2164,7.48,19.68
Peter Trego,3,158,81,11.7,52.67
Peter Younghusband,49,1068,912,7.03,21.8
Peter-Daniel Blignaut,2,92,90,6.13,46.0
Petero Cabebula,8,153,131,7.01,19.12
Petrus Burger,3,88,84,6.29,29.33
Phanuphong Thongsa,10,133,115,6.94,13.3
Phanuwat Desungnoen,0,24,19,7.58,
Phaphama Fojela,25,587,457,7.71,23.48
Pheko Moletsane,3,88,62,8.52,29.33
Phemelo Silas,0,34,13,15.69,
Philippe Boissevain,6,233,165,8.47,38.83
Phillip Roberts,1,54,52,6.23,54.0
Phumzile Yiba,0,11,6,11.0,
Pidusha Fernando,0,13,9,8.67,
Pieter Mardi,0,23,13,10.62,
Pieter Seelaar,36,883,755,7.02,24.53
Pikky Ya France,12,242,243,5.98,20.17
Pintu Ghosh,0,9,6,9.0,
Pipi Raho,3,38,31,7.35,12.67
Pirakajan Pirabakaran,4,47,40,7.05,11.75
Pishan Hewage,1,50,39,7.69,50.0
Piyush Chawla,112,2943,2152,8.21,26.28
Piyush Kumbhare,27,299,411,4.36,11.07
Poorna Charuka,6,137,94,8.74,22.83
Poorna Silva,3,57,51,6.71,19.0
Poorna Wannithilake,10,120,99,7.27,12.0
Prabath Asanka,3,39,42,5.57,13.0
Prabath Jayasuriya,78,1165,1164,6.01,14.94
Prabhash Keppitipola,0,18,9,12.0,
Pradeep Dadhe,1,42,25,10.08,42.0
Pradeep Mohanarangam,9,77,118,3.92,8.56
Pradeep Sangwan,20,548,382,8.61,27.4
Pradipta Pramanik,2,36,30,7.2,18.0
Pragyan Ojha,0,23,12,11.5,
Prakash Mishra,45,1300,1114,7.0,28.89
Pramod Madushan,73,1468,1160,7.59,20.11
Pramod Madushan Liyanagamage,7,101,81,7.48,14.43
Pramodh Kumara,4,31,48,3.88,7.75
Pramud Hettiwatte,14,338,288,7.04,24.14
Pranav Karia,0,14,24,3.5,
Pranav Sudarshan,16,374,304,7.38,23.38
Pranay Gheewala,14,326,260,7.52,23.29
Praneeth Dias,0,31,18,10.33,
Praneeth Wijesena,0,84,55,9.16,
Pranshu Vijayran,0,22,12,11.0,
Prasansana Jayamanne,0,19,12,9.5,
Prashant Awasthi,1,22,18,7.33,22.0
Prashant Kurup,2,10,17,3.53,5.0
Prashant Painkra,2,65,40,9.75,32.5
Prashant Shukla,8,81,94,5.17,10.12
Prashant Solanki,3,81,54,9.0,27.0
Prashant Veer,3,7,18,2.33,2.33
Prasidh Krishna,98,2616,1894,8.29,26.69
Pratham Hingorani,1,40,29,8.28,40.0
Prathamesh  Dake,3,23,20,6.9,7.67
Pratik Singh Bais,27,250,317,4.73,9.26
Pratis GC,9,340,256,7.97,37.78
Praveen Dubey,2,120,85,8.47,60.0
Praveen Jayawickrama,37,679,664,6.14,18.35
Praveen Kumar,25,952,721,7.92,38.08
Praveen Sandamal,4,52,55,5.67,13.0
Pravin Tambe,18,471,381,7.42,26.17
Praween Dilanka,1,13,6,13.0,13.0
Prayas Ray Barman,0,83,42,11.86,
Prayash Singh,0,9,6,9.0,
Precious Sapesa,0,34,30,6.8,
Preetaj Deol,0,31,24,7.75,
Prem Sisodiya,41,1223,908,8.08,29.83
Premsagar Gopalkrishnan,1,5,6,5.0,5.0
Prenelan Subrayen,71,1424,1338,6.39,20.06
Prerak Mankad,11,213,143,8.94,19.36
Prerit Dutta,1,25,18,8.33,25.0
Preston McSween,1,53,29,10.97,53.0
Primoz Pustoslemsek,5,100,86,6.98,20.0
Prince Masvaure,10,269,205,7.87,26.9
Prince Yadav,8,291,186,9.39,36.38
Pritam Das,6,81,61,7.97,13.5
Prithvi Bhart,8,176,190,5.56,22.0
Prithvi Raj,5,238,140,10.2,47.6
Priviledge Chesa,1,92,56,9.86,92.0
Priyamal Perera,2,80,63,7.62,40.0
Priyan Pushparajan,9,166,135,7.38,18.44
Priyashan Silva,1,20,19,6.32,20.0
Promod Maduwantha,11,83,120,4.15,7.55
Prosper Mugeri,4,107,98,6.55,26.75
Prosper Useni,50,798,801,5.98,15.96
Prosper Utseya,5,161,117,8.26,32.2
Pruthuvi Rusara,1,60,51,7.06,60.0
Pulina Tharanga,61,895,767,7.0,14.67
Pulkit Narang,2,29,25,6.96,14.5
Pumelela Matshikwe,2,36,48,4.5,18.0
Puneet Datey,1,46,24,11.5,46.0
Pushkar Sharma,5,151,137,6.61,30.2
Pushkaraj Naringrekar,0,12,12,6.0,
Pushpak Kerai,7,212,167,7.62,30.29
Pyae Phyo Wai,15,349,325,6.44,23.27
Qaasim Adams,0,21,12,10.5,
Qadeer Ahmed,9,244,191,7.66,27.11
Qais Ahmad,205,4549,3745,7.29,22.19
Qaiser Ashraf,9,155,144,6.46,17.22
Qamar Mushtaque,49,686,629,6.54,14.0
Qamar Shams,3,123,92,8.02,41.0
Qasim Akram,21,363,321,6.79,17.29
Qasim Anwar,5,74,85,5.22,14.8
Qazi Onik,18,501,297,10.12,27.83
Qudratullah Mir Afzail,4,95,101,5.64,23.75
Quinton Friend,2,7,24,1.75,3.5
RP Singh,3,111,76,8.76,37.0
RS Jaganath Sinivas,4,63,48,7.88,15.75
Raag Kapur,4,90,74,7.3,22.5
Raaz Mohammad,26,474,423,6.72,18.23
Rabian Engelbrecht,8,262,219,7.18,32.75
Rachin Ravindra,67,1472,1235,7.15,21.97
Raf MacMillan,0,15,12,7.5,
Rafaqat Ali,0,25,9,16.67,
Rafiulah Alokozai,4,176,122,8.66,44.0
Rafiullah,12,495,343,8.66,41.25
Rafsan Al Mahamud,1,5,6,5.0,5.0
Raghav Dhawan,1,26,14,11.14,26.0
Raghav Goyal,0,33,24,8.25,
Raghu Sharma,1,53,36,8.83,53.0
Raghuvendra Pratap Singh,2,50,36,8.33,25.0
Ragupathy Silambarasan,0,31,22,8.45,
Rahat Ali,61,1404,1081,7.79,23.02
Rahat Kazi,1,98,68,8.65,98.0
Rahatul Ferdous,14,274,243,6.77,19.57
Raheel Ameer,1,17,6,17.0,17.0
Raheel Majeed,0,6,1,36.0,
Rahel Khan,1,53,42,7.57,53.0
Rahil Shah,0,22,19,6.95,
Rahim Khan,1,55,55,6.0,55.0
Rahkeem Cornwall,36,1022,820,7.48,28.39
Rahman Ademi,1,81,64,7.59,81.0
Rahmanullah Gurbaz,1,11,10,6.6,11.0
Rahmat Ali,1,24,24,6.0,24.0
Rahmat Shah,16,321,254,7.58,20.06
Rahmatullah Mangal,34,518,486,6.4,15.24
Rahul Ahir,12,237,215,6.61,19.75
Rahul Batham,7,188,143,7.89,26.86
Rahul Buddhi,0,4,2,12.0,
Rahul Chahar,98,2787,2180,7.67,28.44
Rahul Gunasekara,0,65,51,7.65,
Rahul Gunasekera,6,126,100,7.56,21.0
Rahul Kumar,0,28,18,9.33,
Rahul Sharma,1,17,18,5.67,17.0
Rahul Sheshadri,1,20,18,6.67,20.0
Rahul Shukla,11,178,125,8.54,16.18
Rahul Singh,2,74,60,7.4,37.0
Rahul Tewatia,36,1170,904,7.77,32.5
Rahul Tripathi,0,26,19,8.21,
Rahulkumar Hashu,18,165,152,6.51,9.17
Raihan Hossain,1,67,53,7.58,67.0
Raihan Uddin,1,24,18,8.0,24.0
Raisul Islam,0,12,12,6.0,
Raja Adeel Iqbal,42,548,583,5.64,13.05
Raja Farzan,2,58,50,6.96,29.0
Rajagopal Sathish,2,59,38,9.32,29.5
Rajan Kumar,6,78,93,5.03,13.0
